Year,quarter,ukos,mode,country,purpose,package,Age,Sex,duration,visits,nights,spend,sample
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,45-54,Male,4-13 nights,4361.588,30175.884,4853239.916,4
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,45-54,Male,14-27 nights,3366.434,54623.387,1882257.334,2
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,45-54,Female,4-13 nights,9928.603,87333.524,5735058.95,7
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,45-54,Female,14-27 nights,1915.318,34963.998,402973.76,2
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,45-54,Female,28-90 nights,1121.095,34753.945,2223131.385,1
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,55-64,Male,1-3 nights,600.898,1802.694,0,1
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,55-64,Male,4-13 nights,1525.825,16856.931,185980.032,2
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,55-64,Male,14-27 nights,1642.4,24796.294,1005082.968,2
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,55-64,Female,4-13 nights,7644.865,77598.776,2350030.16,5
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,55-64,Female,14-27 nights,4089.703,80610.079,1319492.038,3
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,55-64,Female,28-90 nights,4116.806,171970.544,1169965.7,3
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,65 & over,Male,4-13 nights,3253.637,35740.469,4375719.305,3
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,65 & over,Male,14-27 nights,3747.139,61110.334,2732060.1,3
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,65 & over,Male,28-90 nights,2845.252,92470.69,1443965.39,2
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,65 & over,Male,3-6 months,1041.502,103108.698,5594948.744,1
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,65 & over,Female,4-13 nights,5321.751,47895.759,4767104.142,2
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,65 & over,Female,14-27 nights,11083.11,215182.562,8547953.74,8
2017,Jul-Sep,UK residents,Air,USA,VFR,Independent,65 & over,Female,28-90 nights,1041.502,52075.1,974845.872,1
2017,Jul-Sep,UK residents,Air,USA,Miscellaneous,Independent,16-24,Male,14-27 nights,1471.398,22070.97,847525.248,1
2017,Jul-Sep,UK residents,Air,USA,Miscellaneous,Independent,16-24,Female,4-13 nights,7928.928,39644.64,618456.384,1
2017,Jul-Sep,UK residents,Air,USA,Miscellaneous,Independent,16-24,Female,28-90 nights,1091.04,91647.36,1309248,1
2017,Jul-Sep,UK residents,Air,USA,Miscellaneous,Independent,25-34,Female,4-13 nights,1041.502,4166.008,497837.956,1
2017,Jul-Sep,UK residents,Air,USA,Miscellaneous,Independent,25-34,Female,14-27 nights,1091.04,15274.56,1363800,1
2017,Jul-Sep,UK residents,Air,USA,Miscellaneous,Independent,35-44,Male,4-13 nights,1584.542,9507.252,1251788.18,1
2017,Jul-Sep,UK residents,Air,USA,Miscellaneous,Independent,45-54,Female,4-13 nights,600.898,6609.878,450673.5,1
2017,Jul-Sep,UK residents,Air,USA,Miscellaneous,Independent,55-64,Female,4-13 nights,1324.367,10594.936,1548185.023,1
2017,Jul-Sep,UK residents,Air,USA,Miscellaneous,Non-Independent,16-24,Male,4-13 nights,3548.158,17740.79,2033094.534,1
2017,Jul-Sep,UK residents,Air,USA,Miscellaneous,Non-Independent,25-34,Female,4-13 nights,1422.626,5690.504,1034249.102,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Independent,16-24,Female,4-13 nights,3381.555,27052.44,2448245.82,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Independent,16-24,Female,14-27 nights,2897.871,40570.194,3494832.426,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Independent,25-34,Female,4-13 nights,2193.65,24130.15,3553713,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Independent,25-34,Female,14-27 nights,733.284,11732.544,879940.8,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Independent,25-34,Female,28-90 nights,1051.865,30504.085,2103730,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Independent,35-44,Female,4-13 nights,7331.291,81353.845,7579733.655,3
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Independent,45-54,Male,4-13 nights,3381.555,40578.66,2113471.875,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Independent,45-54,Female,4-13 nights,4213.065,42130.65,3724349.46,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Independent,45-54,Female,14-27 nights,3381.555,50723.325,8115732,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Independent,55-64,Female,14-27 nights,1051.865,14726.11,1262238,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Independent,65 & over,Male,14-27 nights,1981.835,29727.525,2526839.625,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent, 0-15,Male,4-13 nights,1051.865,12622.38,1120236.225,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent, 0-15,Male,14-27 nights,4503.565,66295.425,5603535.33,3
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent, 0-15,Female,4-13 nights,5267.432,57941.752,5098874.176,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent, 0-15,Female,14-27 nights,5919.271,87531.015,7431206.993,4
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,16-24,Male,4-13 nights,686.602,7552.622,776546.862,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,16-24,Male,14-27 nights,7382.993,119364.393,29628476.76,3
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,16-24,Female,14-27 nights,3777.268,54010.024,6265606.52,2
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,25-34,Male,4-13 nights,5485.285,58460.365,13088945.48,3
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,25-34,Male,14-27 nights,10422.454,155078.76,12188714.69,5
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,25-34,Female,4-13 nights,11680.185,109193.325,10139859.58,5
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,25-34,Female,14-27 nights,14475.289,212315.027,11127313.94,5
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,35-44,Male,4-13 nights,7293.308,72782.376,5186469.503,4
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,35-44,Male,14-27 nights,6390.484,95857.26,6469914.434,4
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,35-44,Female,4-13 nights,7078.289,73955.127,6698888.004,5
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,35-44,Female,14-27 nights,11272.908,164880.555,12491757.25,5
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,45-54,Male,4-13 nights,11692.62,100300.809,11262473.52,5
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,45-54,Male,14-27 nights,17597.097,260716.57,15996838.47,10
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,45-54,Female,14-27 nights,18750.293,275322.824,26163837.47,8
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,55-64,Male,4-13 nights,1051.865,12622.38,450198.22,1
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,55-64,Male,14-27 nights,10343.249,152250.864,10909514.77,4
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,55-64,Female,4-13 nights,5931.571,52224.313,7998145.788,3
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,55-64,Female,14-27 nights,19469.449,282281.803,23284326.1,8
2017,Jul-Sep,UK residents,Air,Mexico,Holiday,Non-Independent,65 & over,Female,4-13 nights,1981.835,23782.02,1633032.04,1
2017,Jul-Sep,UK residents,Air,Mexico,VFR,Independent,25-34,Female,14-27 nights,906.342,14501.472,453171,1
2017,Jul-Sep,UK residents,Air,Mexico,VFR,Independent,35-44,Male,28-90 nights,727.309,22546.579,181827.25,1
2017,Jul-Sep,UK residents,Air,Mexico,VFR,Independent,35-44,Female,14-27 nights,1363.406,28631.526,1591094.802,1
2017,Jul-Sep,UK residents,Air,Mexico,VFR,Independent,65 & over,Female,14-27 nights,906.342,15407.814,226585.5,1
2017,Jul-Sep,UK residents,Air,Mexico,Miscellaneous,Non-Independent,25-34,Male,4-13 nights,976.513,11718.156,884720.778,1
2017,Jul-Sep,UK residents,Air,Mexico,Miscellaneous,Non-Independent,35-44,Female,14-27 nights,1981.835,29727.525,5695793.79,1
2017,Jul-Sep,UK residents,Air,Mexico,Miscellaneous,Non-Independent,45-54,Female,14-27 nights,1051.865,15777.975,2342503.355,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Independent,16-24,Male,14-27 nights,4472.595,73526.73,5481523.23,2
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Independent,16-24,Male,28-90 nights,3548.158,109992.898,21288948,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Independent,16-24,Female,14-27 nights,3381.555,71012.655,13526220,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Independent,16-24,Female,3-6 months,3381.555,605298.345,10144665,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Independent,25-34,Female,14-27 nights,5267.432,110616.072,5267432,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Independent,25-34,Female,28-90 nights,2120.516,109728.078,8847086,2
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Independent,35-44,Female,4-13 nights,3381.555,37197.105,3946274.685,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Independent,35-44,Female,14-27 nights,1729.685,24215.59,1838655.155,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Independent,45-54,Male,14-27 nights,5267.432,79011.48,1121963.016,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Independent,45-54,Male,28-90 nights,8120.057,296276.03,54863410,2
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Non-Independent,25-34,Male,4-13 nights,2897.871,20285.097,1553258.856,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Non-Independent,25-34,Female,14-27 nights,2897.871,43468.065,1987939.506,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Non-Independent,45-54,Male,4-13 nights,2897.871,20285.097,741854.976,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Holiday,Non-Independent,45-54,Male,14-27 nights,642.481,10922.177,4616868.466,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Business,Independent,25-34,Male,14-27 nights,1136.184,15906.576,1704276,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Business,Independent,25-34,Male,3-6 months,1009.543,138307.391,1211451.6,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Business,Independent,25-34,Female,1-3 nights,1136.184,3408.552,0,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Business,Independent,35-44,Male,4-13 nights,642.481,4497.367,770977.2,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Business,Independent,45-54,Male,4-13 nights,922.527,4612.635,922527,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Business,Independent,55-64,Male,1-3 nights,5267.432,15802.296,3255272.976,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,Business,Independent,55-64,Male,28-90 nights,1324.367,55623.414,1785246.716,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,VFR,Independent,16-24,Female,14-27 nights,2272.383,31813.362,0,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,VFR,Independent,16-24,Female,28-90 nights,1471.398,47084.736,0,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,VFR,Independent,25-34,Female,14-27 nights,3728.541,70189.278,1015753.025,2
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,VFR,Independent,25-34,Female,28-90 nights,740.297,47379.008,296118.8,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,VFR,Independent,35-44,Male,14-27 nights,1070.473,19268.514,0,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,VFR,Independent,35-44,Female,14-27 nights,936.877,17800.663,234219.25,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,VFR,Independent,35-44,Female,28-90 nights,2372.166,96418.567,3686726.6,2
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,VFR,Independent,45-54,Male,4-13 nights,428.336,4283.36,0,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,VFR,Independent,45-54,Male,14-27 nights,1486.437,32701.614,694166.079,1
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,VFR,Independent,45-54,Male,28-90 nights,3410.846,131099.213,3627486.1,2
2017,Jul-Sep,UK residents,Air,Other Central & Sth.America,VFR,Independent,45-54,Female,14-27 nights,642.481,15419.544,321240.5,1
2017,Jul-Sep,UK residents,Air,Barbados,Holiday,Independent,25-34,Male,1-3 nights,2897.871,2897.871,634633.749,1
2017,Jul-Sep,UK residents,Air,Barbados,Holiday,Independent,35-44,Female,14-27 nights,1627.521,24412.815,1627521,1
2017,Jul-Sep,UK residents,Air,Barbados,Holiday,Independent,45-54,Male,28-90 nights,1627.521,47198.109,3010913.85,1
2017,Jul-Sep,UK residents,Air,Barbados,Holiday,Non-Independent,16-24,Male,28-90 nights,1627.521,52080.672,3089034.858,1
2017,Jul-Sep,UK residents,Air,Barbados,Holiday,Non-Independent,25-34,Female,4-13 nights,1627.521,17902.731,3754690.947,1
2017,Jul-Sep,UK residents,Air,Barbados,Holiday,Non-Independent,35-44,Male,14-27 nights,2897.871,43468.065,4335215.016,1
2017,Jul-Sep,UK residents,Air,Barbados,Holiday,Non-Independent,35-44,Female,4-13 nights,7110.936,80850.684,6383927.577,2
2017,Jul-Sep,UK residents,Air,Barbados,Holiday,Non-Independent,35-44,Female,14-27 nights,1627.521,22785.294,2276901.879,1
2017,Jul-Sep,UK residents,Air,Barbados,Holiday,Non-Independent,45-54,Female,4-13 nights,4525.392,38187.828,3221512.062,2
2017,Jul-Sep,UK residents,Air,Barbados,Holiday,Non-Independent,65 & over,Male,14-27 nights,2897.871,63753.162,4320725.661,1
2017,Jul-Sep,UK residents,Air,Barbados,VFR,Independent,45-54,Female,14-27 nights,2897.871,57957.42,617246.523,1
2017,Jul-Sep,UK residents,Air,Barbados,Miscellaneous,Non-Independent,25-34,Male,4-13 nights,1627.521,17902.731,3110192.631,1
2017,Jul-Sep,UK residents,Air,Jamaica,Holiday,Independent,35-44,Female,14-27 nights,1471.398,29427.96,2511676.386,1
2017,Jul-Sep,UK residents,Air,Jamaica,Holiday,Non-Independent,16-24,Male,14-27 nights,976.513,14647.695,786092.965,1
2017,Jul-Sep,UK residents,Air,Jamaica,Holiday,Non-Independent,25-34,Male,4-13 nights,2897.871,20285.097,2535637.125,1
2017,Jul-Sep,UK residents,Air,Jamaica,Holiday,Non-Independent,25-34,Female,14-27 nights,7423.263,105553.203,9585192.597,3
2017,Jul-Sep,UK residents,Air,Jamaica,Holiday,Non-Independent,35-44,Male,14-27 nights,2434.687,34085.618,3250307.145,1
2017,Jul-Sep,UK residents,Air,Jamaica,Holiday,Non-Independent,35-44,Female,14-27 nights,2434.687,36520.305,859444.511,1
2017,Jul-Sep,UK residents,Air,Jamaica,Holiday,Non-Independent,45-54,Male,4-13 nights,1627.521,14647.689,1843981.293,1
2017,Jul-Sep,UK residents,Air,Jamaica,Holiday,Non-Independent,45-54,Male,14-27 nights,2897.871,40570.194,3277492.101,1
2017,Jul-Sep,UK residents,Air,Jamaica,Holiday,Non-Independent,45-54,Female,14-27 nights,976.513,14647.695,1478440.682,1
2017,Jul-Sep,UK residents,Air,Jamaica,Holiday,Non-Independent,55-64,Female,14-27 nights,2897.871,40570.194,2161811.766,1
2017,Jul-Sep,UK residents,Air,Jamaica,Holiday,Non-Independent,65 & over,Male,14-27 nights,4525.392,70778.751,5545763.028,2
2017,Jul-Sep,UK residents,Air,Jamaica,VFR,Independent,25-34,Male,28-90 nights,1121.095,39238.325,560547.5,1
2017,Jul-Sep,UK residents,Air,Jamaica,VFR,Independent,25-34,Female,4-13 nights,2897.871,34774.452,2897871,1
2017,Jul-Sep,UK residents,Air,Jamaica,VFR,Independent,35-44,Male,14-27 nights,2897.871,40570.194,5795742,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Independent,25-34,Female,14-27 nights,3381.555,47341.77,1352622,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Independent,35-44,Male,14-27 nights,712.174,11394.784,712174,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Independent,45-54,Male,4-13 nights,1471.398,17656.776,2942796,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Independent,45-54,Male,14-27 nights,2897.871,43468.065,2355969.123,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Independent,55-64,Male,28-90 nights,5267.432,326580.784,5267432,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Independent,55-64,Female,4-13 nights,8648.987,75955.006,5292074.056,2
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,16-24,Male,14-27 nights,2103.73,30504.085,1172829.475,2
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,16-24,Female,4-13 nights,1051.865,7363.055,1110769.44,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,16-24,Female,14-27 nights,1373.204,20598.06,1303857.198,2
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,25-34,Male,4-13 nights,12075.168,106746.009,6551935.932,4
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,25-34,Male,14-27 nights,7594.62,110537.745,5790762,2
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,25-34,Female,4-13 nights,6279.426,58445.337,4946800.131,2
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,25-34,Female,14-27 nights,2122.338,33976.016,2664442.904,2
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,35-44,Male,4-13 nights,2897.871,20285.097,3952696.044,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,35-44,Female,4-13 nights,5264.93,50545.57,1314995.67,2
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,35-44,Female,14-27 nights,6482.344,94337.289,6159691.245,3
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,45-54,Male,14-27 nights,9859.348,143057.454,8009137.907,5
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,45-54,Female,4-13 nights,7765.957,65145.389,3927537.988,3
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,45-54,Female,14-27 nights,9460.5,152442.364,10128663.3,6
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,55-64,Male,4-13 nights,3381.555,27052.44,2164195.2,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,55-64,Female,4-13 nights,3381.555,37197.105,1440542.43,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,55-64,Female,14-27 nights,5880.08,114765.405,2682319.74,3
2017,Jul-Sep,UK residents,Air,Other Caribbean,Holiday,Non-Independent,65 & over,Male,4-13 nights,4213.065,42130.65,2561543.52,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,Business,Independent,25-34,Male,4-13 nights,1314.42,15773.04,525768,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,VFR,Independent,16-24,Female,4-13 nights,3381.555,23670.885,564719.685,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,VFR,Independent,35-44,Male,14-27 nights,1981.835,27745.69,461767.555,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,VFR,Independent,45-54,Male,14-27 nights,740.297,15546.237,1018648.672,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,VFR,Independent,45-54,Female,14-27 nights,3381.555,47341.77,3171898.59,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,VFR,Independent,55-64,Female,14-27 nights,1314.42,18401.88,394326,1
2017,Jul-Sep,UK residents,Air,Other Caribbean,VFR,Independent,55-64,Female,6 months-year,821.831,175050.003,1232746.5,1
2017,Jul-Sep,UK residents,Air,Australia,Holiday,Independent,16-24,Male,28-90 nights,462.603,30069.195,1063986.9,1
2017,Jul-Sep,UK residents,Air,Australia,Holiday,Independent,16-24,Female,3-6 months,1256.726,196049.256,8797082,1
2017,Jul-Sep,UK residents,Air,Australia,Holiday,Independent,25-34,Male,14-27 nights,1592.944,30732.798,2313203.178,2
2017,Jul-Sep,UK residents,Air,Australia,Holiday,Independent,25-34,Male,6 months-year,1569.678,370444.008,15696780,1
2017,Jul-Sep,UK residents,Air,Australia,Holiday,Independent,45-54,Male,14-27 nights,1136.184,15906.576,2499604.8,1
2017,Jul-Sep,UK residents,Air,Australia,Holiday,Independent,45-54,Female,28-90 nights,1569.678,69065.832,1753330.326,1
2017,Jul-Sep,UK residents,Air,Australia,Holiday,Independent,55-64,Male,28-90 nights,3384.816,121853.376,3723297.6,1
2017,Jul-Sep,UK residents,Air,Australia,Holiday,Independent,55-64,Female,14-27 nights,1569.678,31393.56,4473582.3,1
2017,Jul-Sep,UK residents,Air,Australia,Holiday,Non-Independent,45-54,Female,14-27 nights,1981.835,29727.525,5194389.535,1
2017,Jul-Sep,UK residents,Air,Australia,Business,Independent,45-54,Male,4-13 nights,2889.304,20225.128,13486035.64,3
2017,Jul-Sep,UK residents,Air,Australia,Business,Independent,55-64,Male,4-13 nights,2044.748,12268.488,3516966.56,1
2017,Jul-Sep,UK residents,Air,Australia,Business,Independent,55-64,Male,28-90 nights,936.877,58086.374,1727601.188,1
2017,Jul-Sep,UK residents,Air,Australia,Business,Independent,55-64,Female,4-13 nights,686.602,7552.622,1015484.358,1
2017,Jul-Sep,UK residents,Air,Australia,Business,Non-Independent,45-54,Male,4-13 nights,686.602,4806.214,968108.82,1
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,16-24,Female,4-13 nights,1051.865,8414.92,192491.295,1
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,16-24,Female,14-27 nights,3384.816,67696.32,3723297.6,1
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,16-24,Female,28-90 nights,1460.974,95727.168,632392,2
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,25-34,Male,14-27 nights,1051.865,24192.895,1773444.39,1
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,25-34,Male,28-90 nights,816.419,29391.084,408209.5,1
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,25-34,Female,4-13 nights,1256.726,16337.438,565526.7,1
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,25-34,Female,14-27 nights,3105.817,61082.845,4076233.006,3
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,35-44,Female,4-13 nights,936.877,10305.647,437521.559,1
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,35-44,Female,14-27 nights,3009.767,63205.107,3461232.05,2
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,35-44,Female,28-90 nights,1530.908,49411.205,1825390.7,2
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,45-54,Male,14-27 nights,1051.865,18933.57,1577797.5,1
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,45-54,Male,28-90 nights,727.309,23273.888,595666.071,1
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,45-54,Female,14-27 nights,8302.225,144652.071,10114500.83,5
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,45-54,Female,28-90 nights,2209.096,90385.145,2854857.729,2
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,55-64,Male,14-27 nights,727.309,16000.798,1122965.096,1
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,65 & over,Male,14-27 nights,1190.517,32143.959,704786.064,1
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,65 & over,Male,28-90 nights,727.309,62548.574,1454618,1
2017,Jul-Sep,UK residents,Air,Australia,VFR,Independent,65 & over,Female,28-90 nights,3125.297,110937.362,2163523.7,3
2017,Jul-Sep,UK residents,Air,Australia,Miscellaneous,Independent,16-24,Male,6 months-year,727.464,249520.152,4150182.12,1
2017,Jul-Sep,UK residents,Air,Australia,Miscellaneous,Independent,25-34,Male,3-6 months,1051.865,165142.805,2755886.3,1
2017,Jul-Sep,UK residents,Air,New Zealand,Holiday,Independent,16-24,Male,28-90 nights,406.098,15431.724,812196,1
2017,Jul-Sep,UK residents,Air,New Zealand,Holiday,Independent,25-34,Male,4-13 nights,937.813,7502.504,1406719.5,1
2017,Jul-Sep,UK residents,Air,New Zealand,Holiday,Independent,25-34,Female,14-27 nights,1569.678,31393.56,3374807.7,1
2017,Jul-Sep,UK residents,Air,New Zealand,Holiday,Independent,35-44,Male,3-6 months,631.384,71346.392,1073352.8,1
2017,Jul-Sep,UK residents,Air,New Zealand,Holiday,Independent,45-54,Female,28-90 nights,727.309,20364.652,597120.689,1
2017,Jul-Sep,UK residents,Air,New Zealand,Holiday,Non-Independent,55-64,Female,14-27 nights,428.336,8995.056,1110675.248,1
2017,Jul-Sep,UK residents,Air,New Zealand,Business,Independent,55-64,Male,4-13 nights,1981.835,23782.02,2972752.5,1
2017,Jul-Sep,UK residents,Air,New Zealand,VFR,Independent,25-34,Female,14-27 nights,1630.05,26080.8,1630050,1
2017,Jul-Sep,UK residents,Air,New Zealand,VFR,Independent,35-44,Female,14-27 nights,619.149,13002.129,653202.195,1
2017,Jul-Sep,UK residents,Air,New Zealand,VFR,Independent,55-64,Female,4-13 nights,3025.79,33283.69,3025790,1
2017,Jul-Sep,UK residents,Air,New Zealand,VFR,Independent,65 & over,Male,14-27 nights,428.764,9004.044,535955,1
2017,Jul-Sep,UK residents,Air,New Zealand,Miscellaneous,Independent,35-44,Male,14-27 nights,936.877,20611.294,14053155,1
2017,Jul-Sep,UK residents,Air,New Zealand,Miscellaneous,Independent,65 & over,Male,14-27 nights,1569.678,26684.526,1701530.952,1
2017,Jul-Sep,UK residents,Air,New Zealand,Miscellaneous,Non-Independent,25-34,Male,14-27 nights,496.868,8943.624,3612727.228,1
2017,Jul-Sep,UK residents,Air,New Zealand,Miscellaneous,Non-Independent,35-44,Male,14-27 nights,1051.865,28400.355,5084715.41,1
2017,Jul-Sep,UK residents,Air,New Zealand,Miscellaneous,Non-Independent,55-64,Male,14-27 nights,936.877,19674.417,11590105.37,1
2017,Jul-Sep,UK residents,Air,Other countries,Holiday,Non-Independent,65 & over,Male,28-90 nights,1009.543,33314.919,14289071.62,1
2017,Jul-Sep,UK residents,Sea,Austria,Holiday,Independent,45-54,Female,4-13 nights,314.585,3460.435,97521.35,1
2017,Jul-Sep,UK residents,Sea,Austria,Holiday,Independent,45-54,Female,14-27 nights,1093.257,17492.112,1530559.8,1
